-DOCSTART- -X- -X- O
subgenera NNS I-PP O
by IN I-PP O
the DT I-PP O
corrugated VVN I-PP O
seed NN I-PP O
shell NN I-PP O
. . O O

Aloe-vera NN B-NP B-TERM
, , O O
RB ADVP O O
known VVN B-VP O
as IN B-PP O
the DT I-PP O
medicinal JJ I-PP O
aloe NN I-PP O
, , O O
is VBZ B-VP O
a DT B-NP O
species NN I-NP O
of IN B-PP O
succulent JJ B-PP B-GENUS
plant NN B-PP B-HYPER
that IN O O
RB ADVP O O
originated VVN B-VP O
in IN B-PP O
Northern NP I-PP O
Africa NP I-PP O
, , O O
the DT B-NP O
Canary NP I-NP O
islands NNS I-NP O
and CC O O
Cape NP B-NP O
Verde NP I-NP O
. . O O

An DT B-NP O
Alphabet NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP O
standardized JJ I-NP O
set NN I-NP O
of IN B-PP O
letters NNS B-NP B-HYPER
- : O O
basic JJ B-NP O
written JJ I-NP O
symbols NNS I-NP O
- : O O
each DT B-NP O
of IN B-PP O
which WDT I-PP O
roughly RB B-VP O
represents VVZ I-VP O
a DT B-NP O
phoneme NN I-NP O
of IN B-PP O
a DT I-PP O
spoken VVN I-PP O
language NN I-PP O
, , O O
either CC O O
as IN O O
it PP B-NP O
exists VVZ B-VP O
RB ADVP O O
CC ADVP O O
RB ADVP O O
it PP B-NP O
was VBD B-VP O
in IN B-PP O
the DT I-PP O
past NN I-PP O
. . O O

The DT B-NP O
Alphorn NN I-NP B-TERM
or CC O O
alpenhorn NN B-NP O
is VBZ B-VP O
a DT B-NP B-GENUS
brass NN I-NP I-GENUS
instrument NN B-NP B-HYPER
, , O O
consisting VVG B-VP O
of IN B-PP O
a DT I-PP O
natural JJ I-PP O
wooden JJ I-PP O
horn NN I-PP O
of IN I-PP O
conical JJ I-PP O
bore NN I-PP O
, , O O
having VHG B-VP O
a DT B-NP O
cup-shaped JJ I-NP O
mouthpiece NN I-NP O
, , O O
used VVN B-VP O
by IN B-PP O
mountain NN I-PP O
dwellers NNS I-PP O
in IN I-PP O
Switzerland NP I-PP O
and CC O O
RB ADVP O O
. . O O

The DT B-NP O
Alps NP I-NP B-TERM
( ( O O
Alpes NP B-NP O
; : O O
Alpen NP B-NP O
; : O O
Alpi NP B-NP O
; : O O
Alps NP B-NP O
; : O O
Alpe NP B-NP O
) ) O O
is VBZ B-VP O
the DT B-NP O
name NN I-NP O
for IN B-PP O
one CD I-PP O
of IN I-PP O
the DT B-PP B-GENUS
RB ADJP O I-GENUS
mountain NN B-NP B-HYPER
range NN I-NP I-HYPER
systems NNS B-NP O
of IN B-PP O
Europe NP I-PP O
, , O O
stretching VVG B-VP O
from IN B-PP O
Austria NP I-PP O
and CC I-PP O
Slovenia NP I-PP O
in IN I-PP O
the DT I-PP O
east JJ I-PP O
, , O O
through IN B-PP O
Italy NP I-PP O
, , I-PP O
Switzerland NP I-PP O
, , I-PP O
Liechtenstein NP I-PP O
and CC I-PP O
Germany NP I-PP O
to TO I-PP O
France NP I-PP O
in IN I-PP O
the DT I-PP O
west NN I-PP O
. . O O

The DT B-NP O
Amazons NP I-NP B-TERM
are VBP B-VP O
JJ ADJP O B-GENUS
warriors NNS B-NP B-HYPER
in IN B-PP O
Greek JJ I-PP O
mythology NN I-PP O
. . O O

Ambrose NN B-NP B-TERM
( ( O O
c. JJ B-NP O
338 CD I-NP O
- : O O
4 CD B-NP O
April NP I-NP O
397 CD I-NP O
) ) O O
was VBD B-VP O
a DT B-NP B-GENUS
bishop NN B-NP B-HYPER
of IN B-PP O
Milan NP I-PP O
who WP B-NP O
became VVD B-VP O
one NN B-NP O
of IN B-PP O
the DT I-PP O
most RBS I-PP O
influential JJ I-PP O
ecclesiastical JJ I-PP O
figures NNS I-PP O
of IN I-PP O
the DT I-PP O
fourth JJ I-PP O
century NN I-PP O
. . O O

The DT I-NP O
Americas NP I-NP B-TERM
are VBP B-VP O
the DT B-NP B-GENUS
lands NNS B-NP B-HYPER
of IN B-PP O
the DT I-PP O
Western JJ I-PP O
hemisphere NN I-PP O
or CC O O
New NP B-NP O
World NP I-NP O
, , O O
consisting VVG B-VP O
of IN B-PP O
the DT I-PP O
continents NNS I-PP O
of IN I-PP O
North NP I-PP O
America NP I-PP O
and CC O O
South NP B-NP O
America NP I-NP O
with IN B-PP O
their PP$ I-PP O
associated JJ I-PP O
islands NNS I-PP O
and CC I-PP O
regions NNS I-PP O
. . O O

The DT B-NP O
Amiga NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP O
family NN I-NP O
of IN B-PP O
personal NN B-PP B-GENUS
computers NNS B-NP B-HYPER
originally RB B-VP O
developed VVN I-VP O
by IN B-PP O
Amiga NP I-PP O
Corporation NP I-PP O
. . O O

An DT B-NP O
Ammeter NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
measuring NN I-NP I-GENUS
instrument NN B-NP B-HYPER
used VVN B-VP O
to TO I-VP O
measure VV I-VP O
the DT B-NP O
electric JJ I-NP O
current NN I-NP O
in IN B-PP O
a DT I-PP O
circuit NN I-PP O
. . O O

Ammunition NN B-NP B-TERM
, , O O
RB ADVP O O
referred VVD B-VP O
to TO B-PP O
as IN I-PP O
ammo NN I-PP O
, , O O
is VBZ B-VP O
a DT B-NP O
generic JJ I-NP O
term NN I-NP O
meaning NN I-NP O
( ( B-NP B-GENUS
the NP I-NP I-GENUS
assembly NN I-NP I-GENUS
of IN B-PP I-GENUS
) ) O I-GENUS
a DT B-NP I-GENUS
projectile NN B-NP B-HYPER
and CC O O
its PP$ B-NP O
propellant NN I-NP O
. . O O

RB ADVP O O
, , O O
an DT B-NP O
Amplifier NP I-NP B-TERM
is VBZ B-VP O
RB ADJP O B-GENUS
device NN B-NP B-HYPER
that WDT B-NP O
changes NNS I-NP O
, , O O
RB ADVP O O
increases VVZ B-VP O
, , O O
the DT B-NP O
amplitude NN I-NP O
of IN B-PP O
a DT I-PP O
signal NN I-PP O
. . O O

Anacharsis NN B-NP B-TERM
was VBD B-VP O
a DT B-NP B-GENUS
JJ ADJP O I-GENUS
philosopher NN B-NP B-HYPER
who WP B-NP O
travelled VVD B-VP O
from IN B-PP O
his PP$ I-PP O
homeland NN I-PP O
on IN I-PP O
the DT I-PP O
northern JJ I-PP O
shores NNS I-PP O
of IN I-PP O
the DT I-PP O
Black NP I-PP O
Sea NP I-PP O
to TO I-PP O
Athens NP I-PP O
in IN I-PP O
the DT I-PP O
early JJ I-PP O
6th JJ I-PP O
century NN I-PP O
BCE NP B-NP O
and CC O O
made VVD B-VP O
a DT B-NP O
great JJ I-NP O
impression NN I-NP O
as IN B-PP O
a DT I-PP O
forthright JJ I-PP O
, , I-PP O
outspoken JJ I-PP O
" `` I-PP O
barbarian JJ I-PP O
, , O O
" '' O O
RB ADVP O O
a DT B-NP O
forerunner NN I-NP O
of IN B-PP O
the DT I-PP O
Skeptics NP I-PP O
and CC I-PP O
Cynics NP I-PP O
, , O O
though IN O O
none NN B-NP O
of IN B-PP O
his PP$ I-PP O
authentic JJ I-PP O
works NNS I-PP O
have VHP B-VP O
survived VVN I-VP O
. . O O

An DT B-NP O
Analgesic NP I-NP B-TERM
( ( O O
colloquially RB B-VP O
known VVN I-VP O
as IN B-PP O
a DT I-PP O
painkiller NN I-PP O
) ) O O
is VBZ B-VP O
any DT B-NP O
member NN I-NP O
of IN B-PP O
the DT B-PP B-GENUS
diverse JJ I-PP I-GENUS
group NN I-PP I-GENUS
of IN I-PP I-GENUS
drugs NNS B-NP B-HYPER
used VVN B-VP O
to TO I-VP O
relieve VV I-VP O
pain NN B-NP O
( ( O O
achieve VV B-VP O
analgesia NN B-NP O
) ) O O
. . O O

An DT B-NP O
Anemometer NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
device NN B-NP B-HYPER
for IN B-PP O
measuring VVG B-VP O
wind NN B-NP O
speed NN I-NP O
, , O O
and CC O O
is VBZ B-VP O
one CD B-NP O
instrument NN I-NP O
used VVN B-VP O
in IN B-PP O
a DT I-PP O
weather NN I-PP O
station NN I-PP O
. . O O

In IN I-PP O
geometry NN I-PP O
and CC I-PP O
trigonometry NN I-PP O
, , O O
an DT B-NP O
Angle NP I-NP B-TERM
( ( O O
in IN B-PP O
full JJ I-PP O
, , I-PP O
plane NN I-PP O
angle NN I-PP O
) ) O O
is VBZ B-VP O
the DT B-NP B-GENUS
figure NN B-NP B-HYPER
formed VVN B-VP O
by IN B-PP O
two CD I-PP O
rays NNS I-PP O
sharing VVG B-VP O
a DT B-NP O
common JJ I-NP O
endpoint NN I-NP O
, , O O
called VVD B-VP O
the DT B-NP O
vertex NN I-NP O
of IN B-PP O
the DT I-PP O
angle NN I-PP O
harv NN I-PP O
. . O O

The DT B-NP O
Angles NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP O
modern JJ I-NP O
English NNS I-NP O
word NN I-NP O
for IN B-PP O
a DT B-PP B-GENUS
Germanic-speaking JJ I-PP I-GENUS
people NNS B-PP B-HYPER
who WP B-NP O
took VVD B-VP O
their PP$ B-NP O
name NN I-NP O
from IN B-PP O
the DT I-PP O
cultural JJ I-PP O
ancestral JJ I-PP O
region NN I-PP O
of IN I-PP O
Angeln NP I-PP O
, , O O
a DT B-NP O
modern JJ I-NP O
district NN I-NP O
located VVN B-VP O
in IN B-PP O
Schleswig-Holstein NP I-PP O
, , I-PP O
Germany NP I-PP O
. . O O

In IN B-PP O
the DT I-PP O
19th JJ I-PP O
century NN I-PP O
the DT B-NP O
term NN I-NP O
Anglicanism NN I-NP B-TERM
was VBD B-VP O
coined VVN I-VP O
to TO I-VP O
describe VV I-VP O
the DT B-NP B-GENUS
common JJ I-NP I-GENUS
religious NN I-NP I-GENUS
tradition NN B-NP B-HYPER
of IN B-PP O
these DT I-PP O
churches NNS I-PP O
. . O O

Animalia NN I-NP B-TERM
is VBZ B-VP O
an DT B-NP B-GENUS
alphabet NN I-NP I-GENUS
book NN B-NP B-HYPER
and CC B-VP O
contains VVZ I-VP O
twenty-six NN B-NP O
illustrations NNS I-NP O
, , O O
one CD B-NP O
for IN B-PP O
each DT I-PP O
letter NN I-PP O
of IN I-PP O
the DT I-PP O
alphabet NN I-PP O
. . O O

Animation NN B-NP B-TERM
is VBZ B-VP O
the DT B-NP B-GENUS
JJ ADJP O I-GENUS
display NN B-NP B-HYPER
of IN B-PP O
a DT I-PP O
sequence NN I-PP O
of IN I-PP O
images NNS I-PP O
of IN I-PP O
2-D JJ I-PP O
or CC I-PP O
3-D JJ I-PP O
artwork NN I-PP O
or CC I-PP O
model NN I-PP O
positions NNS I-PP O
in IN I-PP O
order NN I-PP O
to TO B-VP O
create VV I-VP O
an DT B-NP O
illusion NN I-NP O
of IN B-PP O
movement NN I-PP O
. . O O

In IN I-PP O
the DT I-PP O
common JJ I-PP O
law NN I-PP O
, , O O
an DT B-NP O
Answer NP I-NP B-TERM
is VBZ B-VP O
the DT B-NP B-GENUS
RB ADJP O I-GENUS
pleading VVG B-VP B-HYPER
by IN B-PP O
a DT I-PP O
defendant NN I-PP O
, , O O
usually RB B-VP O
filed VVN I-VP O
and CC I-VP O
served VVN I-VP O
upon IN B-PP O
the DT I-PP O
plaintiff NN I-PP O
within IN I-PP O
a DT I-PP O
certain JJ I-PP O
strict JJ I-PP O
time NN I-PP O
limit NN I-PP O
after IN I-PP O
a DT I-PP O
civil JJ I-PP O
complaint NN I-PP O
or CC O O
criminal JJ B-NP O
information NN I-NP O
or CC O O
indictment NN B-NP O
has VHZ B-VP O
been VBN I-VP O
served VVN I-VP O
upon IN B-PP O
the DT I-PP O
defendant NN I-PP O
. . O O

An DT B-NP O
Antacid NP I-NP B-TERM
is VBZ B-VP O
RB ADJP O B-GENUS
substance NN B-NP B-HYPER
, , O O
RB ADVP O O
a DT B-NP O
base NN I-NP O
or CC I-NP O
basic JJ I-NP O
salt NN I-NP O
, , O O
which WDT B-NP O
counteracts VVZ B-VP O
stomach NN B-NP O
acidity NN I-NP O
. . O O

An DT I-NP O
Anthem NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
composition NN B-NP B-HYPER
to TO B-PP O
an DT I-PP O
English JJ I-PP O
religious JJ I-PP O
text NN I-PP O
sung VVN B-VP O
in IN B-PP O
the DT I-PP O
context NN I-PP O
of IN I-PP O
an DT I-PP O
Anglican NP I-PP O
service NN I-PP O
. . O O

In IN I-PP O
philosophy NN I-PP O
, , O O
the DT B-NP O
term NN I-NP O
Anti-realism NN I-NP B-TERM
is VBZ B-VP O
used VVN I-VP O
to TO I-VP O
describe VV I-VP O
RB ADJP O O
position NN B-NP B-HYPER
involving VVG B-VP O
RB ADVP O O
the DT B-NP O
denial NN I-NP O
of IN B-PP O
an DT I-PP O
objective JJ I-PP O
reality NN I-PP O
of IN I-PP O
entities NNS I-PP O
of IN I-PP O
a DT I-PP O
certain JJ I-PP O
type NN I-PP O
or CC O O
the DT B-NP O
denial NN I-NP O
that IN O O
verification-transcendent JJ B-NP O
statements NNS I-NP O
about IN B-PP O
a DT I-PP O
type NN I-PP O
of IN I-PP O
entity NN I-PP O
are VBP B-VP O
RB ADVP O O
JJ ADJP O O
CC ADJP O O
JJ ADJP O O
. . O O

An DT B-NP O
Antianginal NP I-NP B-TERM
is VBZ B-VP O
RB ADJP O B-GENUS
drug NN B-NP B-HYPER
used VVN B-VP O
in IN B-PP O
the DT I-PP O
treatment NN I-PP O
of IN I-PP O
angina NN I-PP O
pectoris NN I-PP O
, , O O
a DT B-NP O
symptom NN I-NP O
of IN B-PP O
ischaemic JJ I-PP O
heart NN I-PP O
disease NN I-PP O
. . O O

In IN B-PP O
particle NN I-PP O
physics NNS I-PP O
and CC I-PP O
quantum NN I-PP O
chemistry NN I-PP O
, , O O
Antimatter NP B-NP B-TERM
is VBZ B-VP O
the DT B-NP O
extension NN I-NP O
of IN B-PP O
the NP I-PP O
concept NN B-NP O
of IN B-PP O
the DT B-PP B-GENUS
antiparticle NN B-PP B-HYPER
to TO B-PP O
matter NN I-PP O
, , O O
WRB ADVP O O
antimatter NN B-NP O
is VBZ B-VP O
composed VVN I-VP O
of IN B-PP O
antiparticles NNS I-PP O
in IN I-PP O
the DT I-PP O
same JJ I-PP O
way NN I-PP O
that IN O O
normal JJ B-NP O
matter NN I-NP O
is VBZ B-VP O
composed VVN I-VP O
of IN B-PP O
particles NNS I-PP O
. . O O

Antinomy NN B-NP B-TERM
( ( O O
Greek JJ B-NP O
αντι- NN I-NP O
, , O O
against IN B-PP O
, , O O
plus IN B-PP O
νομος NN I-PP O
, , I-PP O
law NN I-PP O
) ) O O
RB ADVP O O
means VVZ B-VP O
the DT B-NP B-GENUS
mutual JJ I-NP I-GENUS
incompatibility NN B-NP B-HYPER
, , O O
real JJ B-NP O
or CC I-NP O
apparent JJ I-NP O
, , O O
of IN B-PP O
two CD I-PP O
laws NNS I-PP O
. . O O

An DT B-NP O
Antipope NP I-NP B-TERM
( ( O O
Latin NP B-NP O
: : O O
antipapa NP B-NP O
) ) O O
is VBZ B-VP O
a DT B-NP B-GENUS
person NN B-NP B-HYPER
who WP B-NP O
makes VVZ B-VP O
a DT B-NP O
widely RB I-NP O
accepted VVN I-NP O
claim NN I-NP O
to TO B-VP O
be VB I-VP O
the DT B-NP O
lawful JJ I-NP O
pope NN I-NP O
, , O O
in IN B-PP O
opposition NN I-PP O
to TO I-PP O
the DT I-PP O
pope NN I-PP O
recognized VVN B-VP O
by IN B-PP O
the DT I-PP O
Roman NP I-PP O
Catholic NP I-PP O
Church NP I-PP O
. . O O

Anxiety NN B-NP B-TERM
( ( O O
RB ADVP O O
called VVN B-VP O
solicitude NN B-NP O
) ) O O
is VBZ B-VP O
a DT B-NP B-GENUS
psychological JJ I-NP I-GENUS
and CC O I-GENUS
JJ ADJP O I-GENUS
state NN B-NP B-HYPER
characterized VVN B-VP O
by IN B-PP O
cognitive JJ I-PP O
, , I-PP O
somatic JJ I-PP O
, , I-PP O
emotional JJ I-PP O
, , I-PP O
and CC I-PP O
behavioral JJ I-PP O
components NNS I-PP O
. . O O

An DT B-NP O
Anxiolytic NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
drug NN B-NP B-HYPER
prescribed VVN B-VP O
for IN B-PP O
the DT I-PP O
treatment NN I-PP O
of IN I-PP O
symptoms NNS I-PP O
of IN I-PP O
anxiety NN I-PP O
. . O O

The DT B-NP O
name NN I-NP O
Apatosaurus NN I-NP B-TERM
means VVZ B-VP O
'deceptive NN B-NP B-GENUS
lizard NN B-NP B-HYPER
' POS B-NP O
, , O O
so-given VVN B-VP O
because IN B-PP O
the DT I-PP O
chevron NN I-PP O
bones NNS I-PP O
were VBD B-VP O
JJ ADJP O O
to TO B-PP O
those DT I-PP O
of IN I-PP O
a DT I-PP O
prehistoric JJ I-PP O
marine JJ I-PP O
lizard NN I-PP O
, , O O
Mosasaurus NP B-NP O
. . O O

The DT I-NP O
Apeiron NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
JJ ADJP O I-GENUS
theory NN B-NP B-HYPER
created VVN B-VP O
by IN B-PP O
Anaximander NP I-PP O
in IN I-PP O
the DT I-PP O
6th JJ I-PP O
century NN I-PP O
BC NP B-NP O
. . O O

The DT I-NP O
Apiaceae NP I-NP B-TERM
or CC O O
Umbelliferae NP B-NP O
( ( O O
both DT B-NP O
names NNS I-NP O
are VBP B-VP O
allowed VVN I-VP O
by IN B-PP O
the DT I-PP O
ICBN NP I-PP O
) ) O O
is VBZ B-VP O
a DT B-NP O
family NN I-NP O
of IN B-PP O
usually RB B-VP B-GENUS
aromatic NN B-NP I-GENUS
plants NNS B-NP B-HYPER
with IN B-PP O
JJ ADJP O O
stems VVZ B-VP O
, , O O
commonly RB B-VP O
known VVN I-VP O
as IN B-PP O
umbellifers NNS I-PP O
. . O O

The DT B-NP O
Apiales NP I-NP B-TERM
are VBP B-VP O
an DT B-NP O
order NN I-NP O
of IN B-PP O
flowering VVG B-VP B-GENUS
plants NNS B-NP B-HYPER
. . O O

The DT B-NP O
Apicomplexa NP I-NP B-TERM
are VBP B-VP O
a DT B-NP O
large JJ I-NP O
group NN I-NP O
of IN B-PP O
protists NNS B-NP B-HYPER
, , O O
characterized VVN B-VP O
by IN B-PP O
the DT I-PP O
presence NN I-PP O
of IN I-PP O
a DT I-PP O
unique JJ I-PP O
organelle NN I-PP O
called VVD B-VP O
an DT B-NP O
apical JJ I-NP O
complex NN I-NP O
( ( O O
see VV B-VP O
RB ADVP O O
apicoplast NN B-NP O
) ) O O
. . O O

In IN B-PP O
Judeo-Christian NP I-PP O
theology NN I-PP O
, , O O
the DT B-NP O
term NN I-NP O
Apocrypha NN I-NP B-TERM
refers VVZ B-VP O
to TO B-PP O
any DT I-PP O
collection NN I-PP O
of IN I-PP O
JJ ADJP O B-GENUS
texts NNS B-NP B-HYPER
that WDT B-NP O
falls VVZ B-VP O
outside IN B-PP O
the DT I-PP O
canon NN I-PP O
. . O O

In IN I-PP O
Greek NP I-PP O
and CC I-PP O
Roman NP I-PP O
mythology NN I-PP O
, , O O
Apollo NP B-NP B-TERM
( ( O O
in IN B-PP O
Greek NP I-PP O
, , I-PP O
Ἀπόλλων NN I-PP O
, , O O
Apóllōn NP B-NP O
or CC O O
Ἀπέλλων NP B-NP O
, , O O
Apellōn NP B-NP O
) ) O O
, , O O
is VBZ B-VP O
one CD B-NP O
of IN B-PP O
the DT B-PP B-GENUS
most RBS I-PP I-GENUS
important JJ I-PP I-GENUS
and CC I-PP I-GENUS
many-sided JJ I-PP I-GENUS
of IN I-PP I-GENUS
the DT I-PP I-GENUS
Olympian NN I-PP I-GENUS
deities NNS B-NP B-HYPER
. . O O

An DT B-NP O
Apostle NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
messenger NN B-NP B-HYPER
and CC B-NP O
ambassador NN B-NP B-HYPER
. . O O

In IN B-PP O
law NN I-PP O
, , O O
an DT B-NP O
Appeal NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
process NN B-NP B-HYPER
for IN B-PP O
requesting VVG B-VP O
a DT B-NP O
formal JJ I-NP O
change NN I-NP O
to TO B-PP O
an DT I-PP O
official JJ I-PP O
decision NN I-PP O
. . O O

An DT B-NP O
Applet NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
software NN I-NP I-GENUS
component NN B-NP B-HYPER
that WDT B-NP O
runs VVZ B-VP O
in IN B-PP O
the DT I-PP O
context NN I-PP O
of IN I-PP O
another DT I-PP O
program NN I-PP O
, , O O
for IN B-PP O
example NN I-PP O
a DT B-NP O
web NN I-NP O
browser NN I-NP O
. . O O

Apus NN I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
faint JJ I-NP I-GENUS
JJ ADJP O I-GENUS
constellation NN B-NP B-HYPER
, , O O
RB ADVP O O
JJ ADJP O O
to TO B-PP O
the DT I-PP O
ancient JJ I-PP O
Greeks NPS I-PP O
. . O O

An DT B-NP O
Aquarium NP I-NP B-TERM
( ( O O
plural JJ B-NP O
aquariums NNS I-NP O
or CC I-NP O
aquaria NNS I-NP O
) ) O O
is VBZ B-VP O
a DT B-NP B-GENUS
vivarium NN B-NP B-HYPER
consisting VVG B-VP O
of IN B-PP O
at IN I-PP O
least JJS I-PP O
one CD B-NP O
transparent JJ I-NP O
side NN I-NP O
in IN B-PP O
which WDT I-PP O
water-dwelling NN B-NP O
plants NNS I-NP O
or CC O O
animals NNS B-NP O
are VBP B-VP O
kept VVN I-VP O
. . O O

An DT B-NP O
Arab NP I-NP B-TERM
( ( O O
عرب NP B-NP O
, , O O
ʿarab NP B-NP O
) ) O O
is VBZ B-VP O
a DT B-NP B-GENUS
person NN B-NP B-HYPER
who WP B-NP O
identifies VVZ B-VP O
as RB B-NP O
such JJ I-NP O
on IN B-PP O
genealogical JJ I-PP O
, , I-PP O
linguistic JJ I-PP O
, , I-PP O
or CC I-PP O
cultural JJ I-PP O
grounds NNS I-PP O
. . O O

In IN I-PP O
economics NNS I-PP O
and CC O O
finance NN B-NP O
, , O O
Arbitrage NP B-NP B-TERM
is VBZ B-VP O
the DT B-NP O
practice NN I-NP O
of IN B-PP O
taking NN B-NP B-HYPER
advantage NN I-NP I-HYPER
of IN B-PP O
a DT I-PP O
price NN I-PP O
differential NN I-PP O
between IN B-PP O
two CD I-PP O
or CC I-PP O
more JJR I-PP O
markets NNS I-PP O
: : O O
striking VVG B-VP O
a DT B-NP O
combination NN I-NP O
of IN B-PP O
matching VVG I-PP O
deals NNS I-PP O
that WDT B-NP O
capitalize VV B-VP O
upon IN B-PP O
the DT I-PP O
imbalance NN I-PP O
, , O O
the DT B-NP O
profit NN I-NP O
being VBG B-VP O
the DT B-NP O
difference NN I-NP O
between IN B-PP O
the DT I-PP O
market NN I-PP O
prices NNS I-PP O
. . O O

The DT B-NP O
Archaea NP I-NP B-TERM
are VBP B-VP O
a DT B-NP O
group NN I-NP O
of IN B-PP O
single-celled VVN B-VP B-GENUS
microorganisms NNS B-NP B-HYPER
. . O O

Arctostaphylos-uva-ursi NN I-NP B-TERM
is VBZ B-VP O
a DT B-NP O
species NN I-NP O
of IN B-PP O
Arctostaphylos NP B-PP B-HYPER
, , O O
one CD B-NP O
of IN B-PP O
several JJ I-PP O
related JJ I-PP O
species NNS I-PP O
referred VVD B-VP O
to TO B-PP O
as IN I-PP O
bearberry NN I-PP O
. . O O

In IN I-PP O
Greek JJ I-PP O
mythology NN I-PP O
, , O O
Ares NP B-NP B-TERM
( ( O O
Ancient NP B-NP O
Greek NP I-NP O
: : O O
JJ ADJP O O
, , O O
modern JJ B-NP O
Greek JJ I-NP O
Άρης NN I-NP O
) ) O O
is VBZ B-VP O
the DT B-NP B-GENUS
son NN B-NP B-HYPER
of IN B-PP O
Zeus NP I-PP O
and CC I-PP O
Hera NP I-PP O
. . O O

Argon NN B-NP B-TERM
( ( O O
/ˈɑrgɒn/ NN B-NP O
) ) O O
is VBZ B-VP O
a DT B-NP B-GENUS
chemical NN B-NP B-HYPER
element NN I-NP I-HYPER
designated VVN B-VP O
by IN B-PP O
the DT I-PP O
symbol NN I-PP O
Ar NP B-NP O
. . O O

The DT I-NP O
term NN I-NP O
Arianism NN I-NP B-TERM
is VBZ B-VP O
used VVN I-VP O
to TO I-VP O
refer VV I-VP O
to TO B-PP O
other JJ B-PP B-GENUS
nontrinitarian JJ I-PP I-GENUS
JJ ADJP O I-GENUS
systems NNS B-NP B-HYPER
of IN B-PP O
the DT I-PP O
fourth JJ I-PP O
century NN I-PP O
, , O O
which WDT B-NP O
regarded VVD B-VP O
the DT B-NP O
Son NP I-NP O
of IN B-PP O
God NP I-PP O
, , O O
the DT B-NP O
Logos NP I-NP O
, , O O
as IN B-PP O
a DT I-PP O
created VVN I-PP O
being NN I-PP O
( ( O O
as IN B-PP O
in IN I-PP O
Arianism NN I-PP O
proper JJ I-PP O
and CC I-PP O
Anomoeanism NN I-PP O
) ) O O
or CC O O
as IN O O
neither DT B-NP O
uncreated JJ I-NP O
nor CC I-NP O
created VVN I-NP O
in IN B-PP O
the DT I-PP O
sense NN I-PP O
other JJ B-NP O
beings NNS I-NP O
are VBP B-VP O
created VVN I-VP O
( ( O O
RB CONJP O O
in IN B-PP O
" `` O O
Semi-Arianism NN B-NP O
" '' O O
) ) O O
. . O O

In IN B-PP O
Christian JJ I-PP O
belief NN I-PP O
, , O O
Armageddon NP B-NP B-TERM
( ( O O
Greek JJ B-NP O
Ἁρμαγεδών NN I-NP O
; : O O
RB ADVP O O
spelled VVN B-VP O
Har-Magedon NP B-NP O
in IN B-PP O
some DT I-PP O
modern JJ I-PP O
English JJ I-PP O
translations NNS I-PP O
; : O O
RB ADVP O O
known VVN B-VP O
as IN B-PP O
Mount NP I-PP O
of IN I-PP O
Megiddo NP I-PP O
) ) O O
, , O O
is VBZ B-VP O
the DT B-NP B-GENUS
site NN B-NP B-HYPER
of IN B-PP O
the DT I-PP O
final JJ I-PP O
battle NN I-PP O
( ( O O
or CC O O
campaign NN B-NP O
) ) O O
between IN B-PP O
God NP I-PP O
and CC O O
the DT B-NP O
forces NNS I-NP O
of IN B-PP O
righteousness NN I-PP O
, , I-PP O
and CC I-PP O
Satan NN I-PP O
( ( O O
whose WP$ B-NP O
name NN I-NP O
means VVZ B-VP O
'adversary NN B-NP O
' '' O O
) ) O O
, , O O
RB ADVP O O
known VVN B-VP O
as IN B-PP O
the DT I-PP O
Devil NP I-PP O
. . O O

An DT B-NP O
Army NP I-NP B-TERM
( ( O O
from IN B-PP O
Latin NP I-PP O
Armata NP I-PP O
" '' O O
act NN B-NP O
of IN B-PP O
arming NN I-PP O
" '' O O
via IN B-PP O
Old JJ I-PP O
French JJ I-PP O
armée NN I-PP O
) ) O O
, , O O
in IN B-PP O
the DT I-PP O
broadest JJS I-PP O
sense NN I-PP O
, , O O
is VBZ B-VP O
the DT B-NP B-GENUS
land-based JJ I-NP I-GENUS
armed VVN B-VP I-GENUS
forces NNS B-NP B-HYPER
of IN B-PP O
a DT I-PP O
nation NN I-PP O
. . O O

In IN I-PP O
computer NN I-PP O
science NN I-PP O
an DT B-NP O
Array NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
data NN B-NP B-HYPER
structure NN I-NP I-HYPER
consisting VVG B-VP O
of IN B-PP O
a DT I-PP O
group NN I-PP O
of IN I-PP O
elements NNS I-PP O
that WDT B-NP O
are VBP B-VP O
accessed VVN I-VP O
by IN B-PP O
indexing NN I-PP O
. . O O

In IN B-PP O
Greek JJ I-PP O
mythology NN I-PP O
, , O O
