-DOCSTART- -X- -X- O
) : I-NP O
, , O O
creates VBZ B-VP O
an DT B-NP O
oblivious JJ I-NP O
decision NN I-NP O
tree NN I-NP O
with IN B-PP O
features NNS B-NP O
as IN B-PP O
tests NNS B-NP O
, , O O
ordered VBN B-VP O
according VBG I-VP O
to TO B-PP O
information NN B-NP O
gain NN I-NP O
of IN B-PP O
features NNS B-NP O
. . O O

In IN B-PP O
this DT B-NP O
representation NN I-NP O
, , O O
M2 NNP B-NP B-TERM
is VBZ B-VP O
the DT B-NP B-DEF
proposition NN I-NP I-DEF
that IN B-PP I-DEF
the DT B-NP I-DEF
discourse NN I-NP I-DEF
entity NN I-NP I-DEF
B2 NNP I-NP I-DEF
is VBZ B-VP I-DEF
a DT B-NP I-DEF
member NN I-NP I-DEF
of IN B-PP I-DEF
class NN B-NP I-DEF
`` `` I-NP I-DEF
dog NN I-NP I-DEF
'' '' I-NP I-DEF
. . O O

A DT B-NP O
nor- NN O O
mal NN B-NP O
embedding VBG I-NP O
is VBZ B-VP O
one CD B-NP O
satisfying VBG I-NP O
condition NN I-NP O
1 CD I-NP O
, , O O
3 CD B-NP O
and CC I-NP O
4 CD I-NP O
and CC O O
the DT B-NP O
embedded JJ I-NP B-TERM
part NN I-NP I-TERM
is VBZ B-VP O
a DT B-NP B-DEF
relative JJ I-NP I-DEF
clause NN I-NP I-DEF
which WDT I-NP I-DEF
provides VBZ B-VP I-DEF
additional JJ B-NP I-DEF
information NN I-NP I-DEF
about IN B-PP I-DEF
the DT B-NP I-DEF
referent NN I-NP I-DEF
. . O O

Lexical JJ B-NP B-TERM
Conceptual NNP I-NP I-TERM
Structure NNP I-NP I-TERM
is VBZ B-VP O
a DT B-NP B-DEF
compositional JJ I-NP I-DEF
structure NN I-NP I-DEF
that WDT I-NP I-DEF
captures VBZ B-VP I-DEF
a DT B-NP I-DEF
concept NN I-NP I-DEF
. . O O

The DT B-NP O
ACTIONS NNS I-NP B-TERM
field NN I-NP I-TERM
is VBZ B-VP O
a DT B-NP B-DEF
stack NN I-NP I-DEF
of IN B-PP I-DEF
( NNP B-NP I-DEF
domain NN I-NP I-DEF
) : I-NP I-DEF
actions NNS B-PP I-DEF
which WDT B-NP I-DEF
the DT I-NP I-DEF
user NN I-NP I-DEF
has VBZ B-VP I-DEF
been VBN I-VP I-DEF
instructed VBN I-VP I-DEF
to TO I-VP I-DEF
perform NN I-VP I-DEF
but CC O I-DEF
has VBZ B-VP I-DEF
not RB I-VP I-DEF
yet RB I-VP I-DEF
performed VBN I-VP I-DEF
. . O O
The DT B-NP O
LU NNP I-NP B-TERM
field NN I-NP I-TERM
contains VBZ B-VP B-DEF
information NN B-NP I-DEF
about IN B-PP I-DEF
the DT B-NP I-DEF
latest JJS I-NP I-DEF
utterance NN I-NP I-DEF
. . O O

KeyWords NNS B-NP O
compares VBZ B-VP O
a DT B-NP O
word NN I-NP O
list NN I-NP O
extracted VBD B-VP O
from IN B-PP O
what WP B-NP O
has VBZ B-VP O
been VBN I-VP O
called VBN I-VP O
' '' O O
the DT B-NP B-TERM
study NN I-NP I-TERM
corpus VBZ I-NP I-TERM
' '' O O
( : O O
the DT B-NP B-DEF
corpus NN I-NP I-DEF
which WDT B-VP I-DEF
the DT B-NP I-DEF
researcher NN I-NP I-DEF
is VBZ B-VP I-DEF
interested VBN O I-DEF
in IN B-PP I-DEF
describing NN B-VP I-DEF
) : B-NP O
with IN B-PP O
a DT B-NP O
word NN I-NP O
list NN I-NP O
made VBD B-VP O
from IN B-PP O
a DT B-NP O
reference NN I-NP O
corpus NN I-NP O
. . O O

DESAM NN B-PP B-TERM
( `` B-NP O
Pala NNP I-NP O
et NN I-NP O
al. NNP O O
, , O O
1997 CD B-NP O
) : I-NP O
, , O O
the DT B-NP B-DEF
annotated VBN I-NP I-DEF
and CC I-NP I-DEF
fully RB I-NP I-DEF
disambiguated VBN I-NP I-DEF
corpus NN I-NP I-DEF
of IN B-PP I-DEF
Czech NNP B-NP I-DEF
newspaper NN I-NP I-DEF
texts NNS I-NP I-DEF
, , O O
has VBZ B-VP O
been VBN I-VP O
used VBN I-VP O
as IN B-PP O
the DT B-NP O
source NN I-NP O
of IN B-PP O
learning NN B-VP O
data NNS B-NP O
. . O O

The DT B-NP O
degree NN I-NP O
expression NN I-NP O
SPACE NN O B-TERM
, , O O
with IN B-PP O
its PRP$ B-NP O
associated VBN I-NP O
negative JJ I-NP O
POL NNP I-NP O
-- : O O
MARKER NNP B-NP O
, , O O
( NNP B-NP O
Staab NNP I-NP O
and CC I-NP O
Hahn NNP I-NP O
, , O O
1997 CD B-NP O
) : I-NP O
is VBZ B-VP O
the DT B-NP B-DEF
trigger NN I-NP I-DEF
for IN B-PP I-DEF
recognizing NN B-VP I-DEF
the DT B-NP I-DEF
evaluative JJ I-NP I-DEF
status NN I-NP I-DEF
of IN B-PP I-DEF
the DT B-NP I-DEF
matrix NN I-NP I-DEF
clause NN I-NP I-DEF
. . O O

Weighted NNP B-NP B-TERM
accuracy NN I-NP I-TERM
is VBZ B-VP O
a DT B-NP B-DEF
measure NN I-NP I-DEF
that WDT B-PP I-DEF
weights VBZ B-NP I-DEF
higher JJR O I-DEF
the DT B-NP I-DEF
hits NNS I-NP I-DEF
and CC O I-DEF
misses NNS B-VP I-DEF
100 CD B-NP I-DEF
for IN B-PP I-DEF
the DT B-NP I-DEF
preferred VBN I-NP I-DEF
class NN I-NP I-DEF
. . O O

The DT B-NP O
test NN I-NP B-TERM
set NN I-NP I-TERM
consists NNS B-VP B-DEF
of IN B-PP I-DEF
30 CD B-NP I-DEF
stories NNS I-NP I-DEF
from IN B-PP I-DEF
grade NN B-NP I-DEF
3 CD I-NP I-DEF
and CC O I-DEF
30 CD B-NP I-DEF
stories NNS I-NP I-DEF
from IN B-PP I-DEF
grade NN B-NP I-DEF
4 CD I-NP I-DEF
. . O O

For IN B-PP O
example NN B-NP O
, , O O
largest JJS B-NP B-TERM
( : I-NP I-TERM
X NNP I-NP I-TERM
, , O I-TERM
Goal NNP B-NP I-TERM
) NNP I-NP I-TERM
states VBZ B-VP O
that IN O O
the DT B-NP B-DEF
object NN I-NP I-DEF
X NNP I-NP I-DEF
satisfies NNS B-VP I-DEF
Goal NNP B-NP I-DEF
and CC O I-DEF
is VBZ B-VP I-DEF
the DT B-NP I-DEF
largest JJS I-NP I-DEF
object NN I-NP I-DEF
that WDT I-NP I-DEF
does VBZ B-VP I-DEF
so RB O I-DEF
, , O I-DEF
using VBG B-VP I-DEF
the DT B-NP I-DEF
appropriate NN I-NP I-DEF
measure NN I-NP I-DEF
of IN B-PP I-DEF
size NN O I-DEF
for IN B-PP I-DEF
objects NNS O I-DEF
of IN B-PP I-DEF
its PRP$ O I-DEF
type NN O I-DEF
( : O O
e.g JJ O O
. . O O

P NNP B-NP B-TERM
( : I-NP I-TERM
.wi NNP I-NP O
[ : I-NP O
w~-lcc JJ I-NP B-TERM
) NN I-NP I-TERM
denotes NNS B-VP O
the DT B-NP B-DEF
probability NN I-NP I-DEF
that IN I-NP I-DEF
wi NN I-NP I-DEF
follows VBZ B-VP I-DEF
w~- JJ B-NP I-DEF
: : O I-DEF
given VBN B-VP I-DEF
that IN B-PP I-DEF
a DT B-NP I-DEF
content NN I-NP I-DEF
word NN I-NP I-DEF
follows VBZ B-VP I-DEF
w~- JJ B-NP I-DEF
: : O I-DEF
, , O I-DEF
which WDT B-NP I-DEF
is VBZ B-VP I-DEF
a DT B-NP I-DEF
linear JJ I-NP I-DEF
interpolation NN I-NP I-DEF
of IN B-PP I-DEF
a DT B-NP I-DEF
standard JJ I-NP I-DEF
trigram NN I-NP I-DEF
model NN I-NP I-DEF
and CC O I-DEF
the DT O I-DEF
context NN O I-DEF
coccurrence NN O O
probabilities NNS O O
. . O O

The DT B-NP O
level NN I-NP B-TERM
of IN B-PP I-TERM
a DT B-NP I-TERM
fact NN I-NP I-TERM
, , O O
F NNP B-NP O
, , O O
in IN B-PP O
a DT B-NP O
piece NN I-NP O
of IN B-PP O
text NN B-NP O
is VBZ B-VP O
defined VBN I-VP O
by IN B-PP O
the DT B-NP B-DEF
following JJ I-NP I-DEF
algorithm NN I-NP I-DEF
: : O I-DEF
F NN B-NP I-DEF
. . O I-DEF
Suppose NNP B-VP I-DEF
{ NNP B-NP I-DEF
xl NN I-NP I-DEF
, , O I-DEF
x~ NNP B-NP I-DEF
, , O I-DEF
. . O I-DEF
. . B-VP I-DEF
. . I-VP I-DEF
, , O I-DEF
Xn NNP O I-DEF
} NNP O I-DEF
are VBP B-VP I-DEF
the DT O I-DEF
nodes NNS O I-DEF
relevant VBP O I-DEF
to TO B-PP I-DEF
F NNP O I-DEF
. . O I-DEF
Let NNP B-VP I-DEF
s VBZ I-VP I-DEF
be VB I-VP I-DEF
the DT O I-DEF
partial JJ O I-DEF
network NN O I-DEF
consisting VBG B-VP I-DEF
of IN B-PP I-DEF
the DT O I-DEF
set NN O I-DEF
of IN B-PP I-DEF
nodes NNS O I-DEF
{ : B-PP I-DEF
xl NN O I-DEF
, , O I-DEF
x~ NNP O I-DEF
, , O I-DEF
. . O I-DEF
. . B-VP I-DEF
. . I-VP I-DEF
, , O I-DEF
x~ NNP O I-DEF
} NNP B-VP I-DEF
interconnected VBD I-VP I-DEF
by IN B-PP I-DEF
the DT O I-DEF
set NN O I-DEF
of IN O I-DEF
arcs NNS O I-DEF
{ : O I-DEF
tl NN O I-DEF
, , O I-DEF
t2 NNP O I-DEF
, , O I-DEF
. . O I-DEF
. . B-VP I-DEF
. . I-VP I-DEF
, , O I-DEF
tk NN O I-DEF
} : O I-DEF
. . O O

Category NNP B-NP O
choice NN I-NP O
: : O O
Given NNP B-VP O
the DT B-NP O
F~ NNP I-NP O
and CC I-NP O
F1 NNP I-NP O
b NN I-NP O
input VBD I-NP O
vectors NNS I-NP O
A DT I-NP O
and CC I-NP O
B NNP I-NP O
, , O O
for IN B-PP O
each DT B-NP O
F2 NNP I-NP O
node NN I-NP O
j NN I-NP O
, , O O
the DT B-NP O
choice NN I-NP O
function NN I-NP O
Tj NNP I-NP O
is VBZ B-VP O
defined VBN I-VP O
by IN B-PP O
IA NNP B-NP O
Aw~l NNP I-NP O
IB NNP I-NP O
A NNP I-NP O
w~l NNP I-NP O
= NNP I-NP O
~a~ NNP I-NP O
+ NNP I-NP O
Iw~'l NNP I-NP O
+ NNP I-NP O
( NNP I-NP O
1 CD I-NP O
-- : O O
~ CD B-NP O
) CD I-NP O
~b JJ B-VP O
+ NN B-NP O
Iw~l NN I-NP O
' '' O O
( : O O
S NNP O O
) : O O
where WRB O O
the DT O O
fuzzy JJ O B-TERM
AND CC O I-TERM
operation NN O I-TERM
A DT O O
is VBZ B-VP O
defined VBN I-VP O
by IN B-PP O
( NNP O B-DEF
p NN O I-DEF
A DT O I-DEF
q NN O I-DEF
) : O I-DEF
i PRP O I-DEF
-- : O I-DEF
~ : O I-DEF
min NN O I-DEF
( : O I-DEF
pi NN O I-DEF
, , O I-DEF
qi NN O I-DEF
) : O I-DEF
, , O I-DEF
( : O I-DEF
9 CD O I-DEF
) CD O I-DEF
and CC O I-DEF
where WRB O I-DEF
the DT O I-DEF
norm NN O I-DEF
I-I NNP O I-DEF
is VBZ B-VP I-DEF
defined VBN I-VP I-DEF
by IN B-PP I-DEF
IPl NNP O I-DEF
-= NNP O I-DEF
~Pi NNP O I-DEF
( NNP O I-DEF
10 CD O I-DEF
) CD O I-DEF
i PRP O I-DEF
for IN B-PP I-DEF
vectors NNS O I-DEF
p VBP O I-DEF
and CC O I-DEF
q NN O I-DEF
. . O O

Support NN B-NP B-TERM
Vector NNP I-NP I-TERM
Machines NNP I-NP I-TERM
( NNP O I-TERM
SVMs NNP B-NP I-TERM
) NNP I-NP I-TERM
, , O O
first JJ B-VP O
introduced VBN I-VP O
by IN B-PP O
Vapnik NNP B-NP O
( NNP I-NP O
Cortes NNP I-NP O
and CC I-NP O
Vapnik NNP I-NP O
, , O O
1995 CD B-NP O
; : O O
Vapnik NNP B-NP O
, , O O
1995 CD B-NP O
) : I-NP O
, , O O
are VBP B-VP O
relatively RB B-NP B-DEF
new JJ I-NP I-DEF
learning NN I-NP I-DEF
approaches NNS I-NP I-DEF
for IN B-PP I-DEF
solving VBG B-VP I-DEF
two-class JJ B-NP I-DEF
pattern NN I-NP I-DEF
recognition NN I-NP I-DEF
problems NNS I-NP I-DEF
. . O O

For IN B-PP O
example NN B-NP O
, , O O
the DT B-NP O
sentence NN I-NP O
`` `` O O
President NNP B-NP O
Clinton NNP I-NP O
met VBD B-VP O
with IN B-PP O
Vernon NNP B-NP O
Jordon NNP I-NP O
in IN B-PP O
January NNP B-NP O
'' '' O O
gets VBZ B-VP O
a DT B-NP O
score NN I-NP B-TERM
of IN B-PP O
243.34 CD B-NP O
which WDT I-NP O
is VBZ B-VP O
the DT B-NP B-DEF
sum NN I-NP I-DEF
of IN B-PP I-DEF
the DT O I-DEF
individual JJ O I-DEF
eentroid NN O I-DEF
values NNS O I-DEF
of IN B-PP I-DEF
the DT O I-DEF
words NNS O I-DEF
( : O O
clinton NN O O
= : O O
36.39 CD O O
; : O O
vernon NN O O
= : O O
47.54 CD O O
; : O O
jordan NN O O
= : O O
75.81 CD O O
; : O O
january JJ O O
= NN O O
83.60 CD O O
) CD O O
. . O O

3.2 CD B-NP O
Partf-speech JJ I-NP O
The DT I-NP O
partf-speech JJ I-NP O
is VBZ B-VP O
another DT B-NP O
basic JJ I-NP B-DEF
information NN I-NP I-DEF
for IN B-PP I-DEF
speech NN B-NP I-DEF
recognition NN I-NP I-DEF
, , O I-DEF
syntactic/semantic JJ B-NP I-DEF
parsing NN I-NP I-DEF
, , O I-DEF
and CC O I-DEF
dialogue NN B-NP I-DEF
processing NN I-NP I-DEF
as IN O I-DEF
well RB O I-DEF
as IN B-PP I-DEF
linguistic JJ B-NP I-DEF
and CC I-NP I-DEF
psycholinguistic JJ I-NP I-DEF
analysis NN I-NP I-DEF
of IN B-PP I-DEF
spoken NN B-NP I-DEF
discourse NN I-NP I-DEF
. . O O

Chinese JJ B-NP B-TERM
is VBZ B-VP O
a DT B-NP B-DEF
non-inflectional JJ I-NP I-DEF
language NN I-NP I-DEF
and CC O O
therefore RB B-NP O
morphological JJ I-NP O
analysis NN I-NP O
is VBZ B-VP O
not RB O O
essential JJ O O
. . O O

Regarding VBG B-VP O
the DT B-NP O
number NN I-NP O
of IN B-PP O
terms NNS B-NP O
contained VBN B-VP O
in IN B-PP O
one CD B-NP O
sentence NN I-NP O
as IN B-PP O
a DT B-NP O
constant NN I-NP O
, , O O
topic JJ B-NP O
sentences NNS I-NP O
are VBP B-VP O
ext JJ O O
: : O O
racted VBN B-VP O
in IN B-PP O
O NNP B-NP O
( NNP I-NP O
skh NN I-NP O
) : I-NP O
time NN I-NP O
where WRB O O
s NNS B-NP B-TERM
is VBZ B-VP O
the DT B-NP B-DEF
total JJ I-NP I-DEF
number NN I-NP I-DEF
of IN B-PP I-DEF
sentences NNS B-NP I-DEF
in IN B-PP I-DEF
the DT O I-DEF
document NN O I-DEF
set VBD B-VP I-DEF
. . O O

SVMs NNS B-NP B-TERM
can MD B-VP O
be VB I-VP O
regarded VBN I-VP O
as IN B-PP O
an DT B-NP B-DEF
optimization NN I-NP I-DEF
problem NN I-NP I-DEF
; : O I-DEF
finding VBG B-VP I-DEF
w NN B-NP I-DEF
and CC I-NP I-DEF
b NN O I-DEF
which WDT B-NP I-DEF
minimize NN B-VP I-DEF
[ : I-VP I-DEF
[ : B-PP I-DEF
w NN B-NP I-DEF
[ : I-NP I-DEF
[ : I-NP I-DEF
under IN B-PP I-DEF
the DT B-NP I-DEF
constraints NNS I-NP I-DEF
: : O I-DEF
yi NN B-NP I-DEF
[ : I-NP I-DEF
( : O I-DEF
w NN O I-DEF
• : B-NP I-DEF
xi NN I-NP I-DEF
) : I-NP I-DEF
+ : I-NP I-DEF
b NN I-NP I-DEF
] : O I-DEF
> : B-NP I-DEF
1 CD I-NP I-DEF
. . O O

( NN B-NP O
8 CD I-NP O
) CD I-NP O
AMR NNP I-NP O
= NNP O O
< NNP B-NP O
concept VBD I-NP O
> NNP B-PP O
I NNP B-NP O
( NNP B-VP O
< NNP B-PP O
label NN B-NP O
> : B-VP O
{ : B-PP O
< : B-NP O
role NN I-NP O
> : I-NP O
< : I-NP O
AMR NNP I-NP O
> : I-NP O
} : I-NP O
+ : I-NP O
) : I-NP O
Since IN B-PP O
the DT B-NP O
roles NNS I-NP O
expected VBN B-VP O
by IN B-PP O
Nitrogen NNP B-NP O
's POS I-NP O
English NNP I-NP O
generation NN I-NP O
grammar NN I-NP O
do VBP B-VP O
not RB I-VP O
match VB I-VP O
well RB O O
with IN B-PP O
the DT B-NP O
thematic JJ I-NP O
roles NNS I-NP O
and CC I-NP O
features NNS I-NP O
of IN B-PP O
a DT O O
CLCS NNP O O
, , O O
we PRP O O
have VBP B-VP O
extended VBN I-VP B-DEF
the DT O I-DEF
AMR NNP O I-DEF
language NN O I-DEF
with IN B-PP I-DEF
LCS-specific JJ O I-DEF
relations NNS O I-DEF
, , O O
calling VBG B-VP O
the DT O O
result NN O O
, , O O
an DT O O
LCS-AMR JJ O B-TERM
. . O O

Each DT B-NP O
leaf NN I-NP O
node NN I-NP O
has VBZ B-VP O
an DT B-NP O
associated VBN I-NP B-TERM
goal NN I-NP I-TERM
, , O O
which WDT B-NP O
, , O O
when WRB B-VP O
realized VBN I-VP O
, , O O
provides VBZ B-VP B-DEF
content NN B-NP I-DEF
for IN B-PP I-DEF
that DT B-NP I-DEF
node NN I-NP I-DEF
. . O O

The DT B-NP O
task NN I-NP O
of IN B-PP O
summarization NN B-NP B-TERM
is VBZ B-VP O
to TO I-VP B-DEF
identify VB I-VP I-DEF
informative JJ B-NP I-DEF
evidence NN I-NP I-DEF
from IN B-PP I-DEF
a DT B-NP I-DEF
given VBN I-NP I-DEF
document NN I-NP I-DEF
, , O I-DEF
which WDT B-NP I-DEF
are VBP B-VP I-DEF
most JJS B-NP I-DEF
relevant JJ I-NP I-DEF
to TO B-PP I-DEF
its PRP$ B-NP I-DEF
content NN I-NP I-DEF
and CC O I-DEF
create VB B-VP I-DEF
a DT B-NP I-DEF
shorter NN I-NP I-DEF
version NN I-NP I-DEF
of IN B-PP I-DEF
smnmary JJ B-NP I-DEF
of IN B-PP I-DEF
the DT O I-DEF
document NN O I-DEF
from IN B-PP I-DEF
this DT O I-DEF
information NN O I-DEF
. . O O

Following VBG B-NP O
is VBZ B-VP O
a DT B-NP O
list NN I-NP O
of IN B-PP O
requirements NNS B-NP O
for IN B-PP O
multi-document JJ B-NP O
summarization NN I-NP O
: : O O
• : B-NP O
clustering VBG I-NP B-TERM
: : O O
The DT B-NP B-DEF
ability NN I-NP I-DEF
to TO B-PP I-DEF
cluster NN B-NP I-DEF
similar JJ I-NP I-DEF
documents NNS I-NP I-DEF
and CC I-NP I-DEF
passages NNS I-NP I-DEF
to TO B-VP I-DEF
find VB I-VP I-DEF
related VBN B-NP I-DEF
information NN I-NP I-DEF
. . O O

The DT B-NP O
template NN I-NP B-TERM
consists VBZ B-VP B-DEF
of IN B-PP I-DEF
a DT B-NP I-DEF
series NN I-NP I-DEF
of IN B-PP I-DEF
legal JJ B-NP I-DEF
tokens NNS I-NP I-DEF
, , O O
which WDT B-NP O
are VBP B-VP O
shown VBN I-VP O
in IN B-PP O
Table NNP B-NP O
1 CD I-NP O
. . O O

N NNP B-NP O
~ : I-NP O
g NN I-NP O
( : I-NP O
SU NNP I-NP O
) : I-NP O
, , O O
g NN B-VP O
( : B-NP O
SU NNP I-NP O
' POS I-NP O
) NN I-NP O
( : I-NP O
7 CD I-NP O
) CD I-NP O
Where WRB O O
f NN B-NP B-TERM
( : I-NP I-TERM
SU NNP I-NP I-TERM
, , O O
SU NNP B-NP B-TERM
' POS I-NP I-TERM
) NN I-NP I-TERM
is VBZ B-VP O
the DT B-NP B-DEF
co-occurrence NN I-NP I-DEF
frequency NN I-NP I-DEF
corresponding VBG O I-DEF
to TO B-PP I-DEF
sememe VB B-NP I-DEF
pair JJ I-NP I-DEF
( NN I-NP I-DEF
SU NNP I-NP I-DEF
, , I-NP I-DEF
SU NNP I-NP I-DEF
' POS I-NP I-DEF
) NN I-NP I-DEF
in IN B-PP I-DEF
SCFD NNP B-NP I-DEF
. . O O

In IN B-PP O
the DT B-NP O
following JJ I-NP O
example NN I-NP O
, , O O
the DT B-NP O
DA NNP I-NP B-TERM
consists VBZ B-VP B-DEF
of IN B-PP I-DEF
a DT B-NP I-DEF
speaker NN I-NP I-DEF
tag NN I-NP I-DEF
( : B-PP I-DEF
a DT B-NP I-DEF
: : O I-DEF
for IN B-PP I-DEF
agent NN B-NP I-DEF
) : I-NP I-DEF
, , O I-DEF
the DT B-NP I-DEF
speechact NN I-NP I-DEF
give-information NN I-NP I-DEF
, , O I-DEF
and CC O I-DEF
two CD B-NP I-DEF
main JJ I-NP I-DEF
concepts NNS I-NP I-DEF
, , O I-DEF
+price JJ B-NP I-DEF
and CC I-NP I-DEF
+room JJ I-NP I-DEF
. . O O

Transformation-based JJ B-NP B-TERM
learning NN I-NP I-TERM
( : I-NP I-TERM
TBL NNP I-NP I-TERM
) : I-NP I-TERM
( : I-NP O
Brill NNP I-NP O
, , O O
1995 CD B-NP O
) : I-NP O
is VBZ B-VP O
a DT B-NP B-DEF
successful JJ I-NP I-DEF
rule-based JJ I-NP I-DEF
machine NN I-NP I-DEF
learning NN I-NP I-DEF
algorithm NN I-NP I-DEF
in IN B-PP I-DEF
natural JJ B-NP I-DEF
language NN I-NP I-DEF
processing NN I-NP I-DEF
. . O O

The DT B-NP O
' POS I-NP O
medicine NN I-NP B-TERM
' '' I-NP O
is VBZ B-VP O
a DT B-NP B-DEF
material NN I-NP I-DEF
of IN B-PP I-DEF
' '' B-NP I-DEF
addictive JJ I-NP I-DEF
' '' I-NP I-DEF
products NNS I-NP I-DEF
. . O O

Clearly RB O O
, , O O
the DT B-NP O
LSQ NNP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-DEF
linear JJ I-NP I-DEF
discriminator NN I-NP I-DEF
over IN B-PP I-DEF
the DT B-NP I-DEF
feature NN I-NP I-DEF
space NN I-NP I-DEF
A DT I-NP I-DEF
' '' I-NP I-DEF
, , O O
with IN B-PP O
coefficients NNS B-NP O
f IN I-NP O
that DT I-NP O
are VBP B-VP O
computed VBN I-VP O
given VBN I-VP O
( -NONE- B-NP O
potentially RB I-NP O
all DT I-NP O
) : I-NP O
the DT I-NP O
values NNS I-NP O
^D JJ B-VP O
P NNP B-NP O
[ NNP I-NP O
x NN I-NP O
, , O O
t NN O O
] : O O
'' '' O O
The DT O O
definition NN O O
generalizes VBZ B-VP O
naturally RB O O
to TO B-PP O
non-binary JJ O O
classifiers NNS O O
; : O O
in IN B-PP O
this DT O O
case NN O O
, , O O
the DT O O
discriminator NN O O
between IN B-PP O
predicting VBG B-VP O
l NN O O
and CC O O
other JJ O O
values NNS O O
is VBZ B-VP O
linear JJ O O
. . O O

The DT B-NP O
NL-UNL JJ I-NP B-DEF
encoding NN I-NP I-DEF
tool NN I-NP I-DEF
, , O O
or CC O O
UNL NNP B-NP B-TERM
Encoder NNP I-NP I-TERM
, , O O
is VBZ B-VP O
generic JJ O O
enough RB O O
to TO B-VP O
handle VB I-VP O
all DT B-NP O
the DT I-NP O
29 CD I-NP O
languages NNS I-NP O
included VBD B-VP O
in IN B-PP O
the DT B-NP O
Project NNP I-NP O
. . O O

The DT B-NP O
NB NNP I-NP B-TERM
( NNP I-NP O
naive JJ I-NP B-DEF
Bayes NNP I-NP I-DEF
) NNP O I-DEF
and CC O I-DEF
SNoW NNP B-NP I-DEF
classifiers NNS I-NP I-DEF
use VBP B-VP I-DEF
the DT B-NP I-DEF
same JJ I-NP I-DEF
feature NN I-NP I-DEF
set NN B-VP I-DEF
, , O I-DEF
conjunctions NNS B-NP I-DEF
of IN B-PP I-DEF
size NN B-NP I-DEF
3 CD I-NP I-DEF
of IN B-PP I-DEF
POS NNP B-NP I-DEF
tags NNS I-NP I-DEF
( : B-VP I-DEF
+ : B-NP I-DEF
words NNS I-NP I-DEF
) VBP B-VP I-DEF
in IN B-PP I-DEF
a DT B-NP I-DEF
window NN I-NP I-DEF
of IN B-PP I-DEF
size NN B-NP I-DEF
6 CD I-NP I-DEF
around IN B-PP I-DEF
the DT O I-DEF
target NN O I-DEF
word NN O I-DEF
. . O I-DEF

The DT B-NP O
coUocational NNP I-NP B-TERM
degree NN I-NP I-TERM
is VBZ B-VP O
defined VBN I-VP O
as RB B-PP O
the DT B-NP B-DEF
ratio NN I-NP I-DEF
of IN B-PP I-DEF
the DT B-NP I-DEF
existing VBG I-NP I-DEF
collocation NN I-NP I-DEF
instances NNS I-NP I-DEF
between IN B-PP I-DEF
the DT B-NP I-DEF
cluster NN I-NP I-DEF
and CC O I-DEF
its PRP$ B-NP I-DEF
distribution NN I-NP I-DEF
envffonment NN I-NP I-DEF
to TO B-PP I-DEF
all DT B-NP I-DEF
possible JJ I-NP I-DEF
collocations NNS I-NP I-DEF
generated VBN B-VP I-DEF
by IN B-PP I-DEF
them PRP B-NP I-DEF
. . O O

The DT B-NP O
entropy NN I-NP B-TERM
for IN B-PP I-TERM
NE NNP B-NP I-TERM
classes NNS I-NP I-TERM
H NNP I-NP I-TERM
( NNP I-NP I-TERM
C NNP I-NP I-TERM
) NNP I-NP I-TERM
is VBZ B-VP O
defined VBN I-VP O
by IN B-PP O
= NNP B-NP O
E NNP I-NP B-DEF
p NN I-NP I-DEF
( : I-NP I-DEF
c NN I-NP I-DEF
) : I-NP I-DEF
log NN B-VP I-DEF
2 CD B-NP I-DEF
p NN I-NP I-DEF
( : O I-DEF
c NN B-NP I-DEF
) : I-NP I-DEF
H NNP I-NP I-DEF
( : I-NP I-DEF
C NNP I-NP I-DEF
) : I-NP I-DEF
cEC NNP B-PP I-DEF
where WRB O O
: : O O
n JJ B-NP O
( NN I-NP O
O NNP I-NP O
p NN I-NP O
( : I-NP O
c NN I-NP O
) : I-NP O
= : O O
`` `` O O
N NNP B-NP O
n NN I-NP B-TERM
( : I-NP I-TERM
c NN I-NP I-TERM
) : I-NP I-TERM
: : O O
the DT B-NP B-DEF
number NN I-NP I-DEF
of IN B-PP I-DEF
words NNS B-NP I-DEF
in IN B-PP I-DEF
class NN O I-DEF
c NN O I-DEF
N NNP O B-TERM
: : O O
the DT O B-DEF
total JJ O I-DEF
number NN O I-DEF
of IN B-PP I-DEF
words NNS O I-DEF
in IN B-PP I-DEF
text NN O I-DEF
We PRP O I-DEF
can MD B-VP I-DEF
calculate VB I-VP I-DEF
the DT O I-DEF
entropy NN O I-DEF
for IN B-PP I-DEF
features NNS O I-DEF
in IN B-PP I-DEF
the DT O I-DEF
same JJ O I-DEF
way NN O I-DEF
. . O O

= NN O O
B NNP B-NP O
( NNP I-NP O
O NNP I-NP O
) NNP I-NP O
+ NNP I-NP O
max NN I-NP O
( : O O
OCob NNP B-NP O
# # I-NP O
) : I-NP O
obj~class JJ I-NP O
where WRB O O
O NNP B-NP B-TERM
is VBZ B-VP O
the DT B-NP B-DEF
specification NN I-NP I-DEF
of IN B-PP I-DEF
an DT B-NP I-DEF
object NN I-NP I-DEF
in IN B-PP I-DEF
class NN B-NP I-DEF
. . O O

When WRB O B-DEF
the DT B-NP I-DEF
key JJ I-NP I-DEF
words NNS I-NP I-DEF
for IN B-PP I-DEF
main JJ B-NP I-DEF
topics NNS I-NP I-DEF
contained VBN B-VP I-DEF
at IN B-NP I-DEF
least JJS I-NP I-DEF
