-DOCSTART- -X- -X- O
least JJS I-PP O
one CD B-NP O
carbon-to-carbon NN I-NP O
double JJ I-NP O
bond NN I-NP O
. . O O

An DT I-NP O
Allegiance NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
duty NN B-NP B-HYPER
of IN B-PP O
fidelity NN B-NP O
said VVD B-VP O
to TO I-VP O
be VB I-VP O
owed VVN I-VP O
by IN B-PP O
a DT I-PP O
subject NN I-PP O
or CC O O
a DT B-NP O
citizen NN I-NP O
to TO B-PP O
his/ NN I-PP O
her PP$ B-NP O
state NN I-NP O
or CC O O
JJ ADJP O O
. . O O

An DT B-NP O
Allegory NP I-NP B-TERM
( ( O O
from IN B-PP O
ἀλληγορία NN I-PP O
, , O O
allos NNS B-NP O
, , O O
" `` B-NP O
other JJ I-NP O
" '' I-NP O
, , O O
and CC O O
lang JJ B-NP O
, , I-NP O
agoreuein NN I-NP O
, , O O
" '' O O
to TO B-VP O
speak VV I-VP O
in IN O O
public NN B-NP O
" '' O O
) ) O O
is VBZ B-VP O
a DT B-NP B-GENUS
figurative JJ I-NP I-GENUS
mode NN B-NP B-HYPER
of IN B-PP I-HYPER
representation NN B-NP I-HYPER
conveying VVG B-VP O
a DT B-NP O
meaning NN I-NP O
JJ ADJP O O
than IN B-PP O
the DT I-PP O
literal JJ I-PP O
. . O O

An DT B-NP O
Allele NP I-NP B-TERM
( ( O O
/ˈæliːl/ NP B-NP O
( ( O O
UK NP B-NP O
) ) O O
, , O O
/əˈliːl/ NN B-NP O
( ( O O
US NP B-NP O
) ) O O
) ) O O
is VBZ B-VP O
one CD B-NP O
member NN I-NP O
of IN B-PP O
a DT I-PP O
pair NN I-PP O
or CC I-PP O
series NN I-PP O
of IN I-PP O
different JJ I-PP O
forms NNS I-PP O
of IN I-PP O
a DT B-PP B-GENUS
gene NN B-NP B-HYPER
. . O O

An DT B-NP O
Allene NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
hydrocarbon NN B-NP B-HYPER
in IN B-PP O
which WDT I-PP O
one CD B-NP O
atom NN I-NP O
of IN B-PP O
carbon NN I-PP O
is VBZ B-VP O
connected VVN I-VP O
by IN B-PP O
double JJ I-PP O
bonds NNS I-PP O
with IN I-PP O
two CD I-PP O
other JJ I-PP O
atoms NNS I-PP O
of IN I-PP O
carbon NN I-PP O
. . O O

In IN B-PP O
phonetics NN I-PP O
, , O O
an DT B-NP O
Allophone NP I-NP B-TERM
is VBZ B-VP O
one CD B-NP O
of IN B-PP O
several JJ B-PP B-GENUS
similar JJ I-PP I-GENUS
speech NN I-PP I-GENUS
sounds NNS B-NP B-HYPER
( ( O O
phones NNS B-NP B-HYPER
) ) B-NP O
that WDT B-NP O
belong VVP B-VP O
to TO B-PP O
the DT I-PP O
same JJ I-PP O
phoneme NN I-PP O
. . O O

Allosaurus NN B-NP B-TERM
was VBD B-VP O
a DT B-NP B-GENUS
large JJ I-NP I-GENUS
bipedal NN I-NP I-GENUS
predator NN B-NP B-HYPER
with IN B-PP O
a DT I-PP O
large JJ I-PP O
skull NN I-PP O
, , O O
equipped VVN B-VP O
with IN B-PP O
dozens NNS I-PP O
of IN I-PP O
large JJ I-PP O
, , I-PP O
sharp JJ I-PP O
teeth NNS I-PP O
. . O O

An DT B-NP O
Alloy NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
RB ADJP O I-GENUS
solution NN B-NP B-HYPER
or CC B-VP O
JJ ADJP O O
mixture NN B-NP B-HYPER
of IN B-PP O
two CD I-PP O
or CC I-PP O
more JJR I-PP O
elements NNS I-PP O
, , O O
at IN B-PP O
least JJS I-PP O
one CD B-NP O
of IN B-PP O
which WDT I-PP O
is VBZ B-VP O
a DT B-NP O
metal NN I-NP O
, , O O
which WDT B-NP O
itself PP I-NP O
has VHZ B-VP O
metallic JJ B-NP O
properties NNS I-NP O
. . O O

The DT I-NP O
Almond NP I-NP B-TERM
( ( O O
'Prunus NP B-NP O
dulcis NP I-NP O
' POS I-NP O
, , O O
RB ADVP O O
. SENT O O
Prunus NP B-NP O
amygdalus NP I-NP O
Batsch NP I-NP O
. SENT O O
, , O O
Amygdalus NP B-NP O
communis NP I-NP O
L. NP I-NP O
, , O O
Amygdalus NP B-NP O
dulcis NP I-NP O
Mill NP I-NP O
. SENT O O
) ) O O
is VBZ B-VP O
a DT B-NP O
species NN I-NP O
of IN B-PP O
Prunus NP B-NP B-HYPER
belonging VVG B-VP O
to TO B-PP O
the DT I-PP O
subfamily NN I-PP O
Prunoideae NP B-NP O
of IN B-PP O
the DT I-PP O
family NN I-PP O
Rosaceae NNS I-PP O
; : O O
within IN B-PP O
Prunus NP I-PP O
, , O O
it PP B-NP O
is VBZ B-VP O
classified VVN I-VP O
in IN B-PP O
the DT I-PP O
subgenus NN I-PP O
Amygdalus NP B-NP O
, , O O
distinguished VVD B-VP O
from IN B-PP O
the DT I-PP O
other JJ I-PP O
subgenera NNS I-PP O
by IN I-PP O
the DT I-PP O
corrugated VVN I-PP O
seed NN I-PP O
shell NN I-PP O
. . O O

Aloe-vera NN B-NP B-TERM
, , O O
RB ADVP O O
known VVN B-VP O
as IN B-PP O
the DT I-PP O
medicinal JJ I-PP O
aloe NN I-PP O
, , O O
is VBZ B-VP O
a DT B-NP O
species NN I-NP O
of IN B-PP O
succulent JJ B-PP B-GENUS
plant NN B-PP B-HYPER
that IN O O
RB ADVP O O
originated VVN B-VP O
in IN B-PP O
Northern NP I-PP O
Africa NP I-PP O
, , O O
the DT B-NP O
Canary NP I-NP O
islands NNS I-NP O
and CC O O
Cape NP B-NP O
Verde NP I-NP O
. . O O

Alpha NN I-NP B-TERM
is VBZ B-VP O
the DT B-NP O
Phoenician JJ I-NP O
name NN I-NP O
for IN B-PP O
ox NN B-PP B-HYPER
. . O O

An DT B-NP O
Alphabet NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP O
standardized JJ I-NP O
set NN I-NP O
of IN B-PP O
letters NNS B-NP B-HYPER
- : O O
basic JJ B-NP O
written JJ I-NP O
symbols NNS I-NP O
- : O O
each DT B-NP O
of IN B-PP O
which WDT I-PP O
roughly RB B-VP O
represents VVZ I-VP O
a DT B-NP O
phoneme NN I-NP O
of IN B-PP O
a DT I-PP O
spoken VVN I-PP O
language NN I-PP O
, , O O
either CC O O
as IN O O
it PP B-NP O
exists VVZ B-VP O
RB ADVP O O
CC ADVP O O
RB ADVP O O
it PP B-NP O
was VBD B-VP O
in IN B-PP O
the DT I-PP O
past NN I-PP O
. . O O

The DT B-NP O
Alphorn NN I-NP B-TERM
or CC O O
alpenhorn NN B-NP O
is VBZ B-VP O
a DT B-NP B-GENUS
brass NN I-NP I-GENUS
instrument NN B-NP B-HYPER
, , O O
consisting VVG B-VP O
of IN B-PP O
a DT I-PP O
natural JJ I-PP O
wooden JJ I-PP O
horn NN I-PP O
of IN I-PP O
conical JJ I-PP O
bore NN I-PP O
, , O O
having VHG B-VP O
a DT B-NP O
cup-shaped JJ I-NP O
mouthpiece NN I-NP O
, , O O
used VVN B-VP O
by IN B-PP O
mountain NN I-PP O
dwellers NNS I-PP O
in IN I-PP O
Switzerland NP I-PP O
and CC O O
RB ADVP O O
. . O O

The DT B-NP O
Alps NP I-NP B-TERM
( ( O O
Alpes NP B-NP O
; : O O
Alpen NP B-NP O
; : O O
Alpi NP B-NP O
; : O O
Alps NP B-NP O
; : O O
Alpe NP B-NP O
) ) O O
is VBZ B-VP O
the DT B-NP O
name NN I-NP O
for IN B-PP O
one CD I-PP O
of IN I-PP O
the DT B-PP B-GENUS
RB ADJP O I-GENUS
mountain NN B-NP B-HYPER
range NN I-NP I-HYPER
systems NNS B-NP O
of IN B-PP O
Europe NP I-PP O
, , O O
stretching VVG B-VP O
from IN B-PP O
Austria NP I-PP O
and CC I-PP O
Slovenia NP I-PP O
in IN I-PP O
the DT I-PP O
east JJ I-PP O
, , O O
through IN B-PP O
Italy NP I-PP O
, , I-PP O
Switzerland NP I-PP O
, , I-PP O
Liechtenstein NP I-PP O
and CC I-PP O
Germany NP I-PP O
to TO I-PP O
France NP I-PP O
in IN I-PP O
the DT I-PP O
west NN I-PP O
. . O O

Amaranth NN B-NP B-TERM
or CC I-NP O
pigweed NN I-NP O
is VBZ B-VP O
a DT B-NP O
cosmopolitan JJ I-NP O
genus NN I-NP O
of IN B-PP O
herbs NNS B-NP B-HYPER
. . O O

An DT B-NP O
Ambush NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
long JJ I-NP I-GENUS
established JJ I-NP I-GENUS
military NN I-NP I-GENUS
tactic NN B-NP B-HYPER
in IN B-PP O
which WDT I-PP O
an DT B-NP O
ambushing VVG I-NP O
force NN I-NP O
uses VVZ B-VP O
concealment NN B-NP O
to TO B-VP O
attack VV I-VP O
an DT B-NP O
enemy NN I-NP O
that WDT I-NP O
passes VVZ B-VP O
its PP$ B-NP O
position NN I-NP O
. . O O

The DT I-NP O
Americas NP I-NP B-TERM
are VBP B-VP O
the DT B-NP B-GENUS
lands NNS B-NP B-HYPER
of IN B-PP O
the DT I-PP O
Western JJ I-PP O
hemisphere NN I-PP O
or CC O O
New NP B-NP O
World NP I-NP O
, , O O
consisting VVG B-VP O
of IN B-PP O
the DT I-PP O
continents NNS I-PP O
of IN I-PP O
North NP I-PP O
America NP I-PP O
and CC O O
South NP B-NP O
America NP I-NP O
with IN B-PP O
their PP$ I-PP O
associated JJ I-PP O
islands NNS I-PP O
and CC I-PP O
regions NNS I-PP O
. . O O

The DT B-NP O
Amiga NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP O
family NN I-NP O
of IN B-PP O
personal NN B-PP B-GENUS
computers NNS B-NP B-HYPER
originally RB B-VP O
developed VVN I-VP O
by IN B-PP O
Amiga NP I-PP O
Corporation NP I-PP O
. . O O

An DT B-NP O
Ammeter NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
measuring NN I-NP I-GENUS
instrument NN B-NP B-HYPER
used VVN B-VP O
to TO I-VP O
measure VV I-VP O
the DT B-NP O
electric JJ I-NP O
current NN I-NP O
in IN B-PP O
a DT I-PP O
circuit NN I-PP O
. . O O

The DT B-NP O
Ampere NP I-NP B-TERM
, , O O
in IN B-PP O
practice NN I-PP O
often RB B-VP O
shortened VVN I-VP O
to TO B-PP O
amp NN I-PP O
, , I-PP O
( ( O O
symbol NN B-NP O
: : O O
A DT B-NP O
) ) O O
is VBZ B-VP O
a DT B-NP B-GENUS
unit NN B-NP B-HYPER
of IN B-PP O
electric JJ I-PP O
current JJ I-PP O
, , I-PP O
or CC I-PP O
amount NN B-NP B-HYPER
of IN B-PP O
electric JJ I-PP O
charge NN I-PP O
per IN I-PP O
second JJ I-PP O
. . O O

RB ADVP O O
, , O O
an DT B-NP O
Amplifier NP I-NP B-TERM
is VBZ B-VP O
RB ADJP O B-GENUS
device NN B-NP B-HYPER
that WDT B-NP O
changes NNS I-NP O
, , O O
RB ADVP O O
increases VVZ B-VP O
, , O O
the DT B-NP O
amplitude NN I-NP O
of IN B-PP O
a DT I-PP O
signal NN I-PP O
. . O O

Anacharsis NN B-NP B-TERM
was VBD B-VP O
a DT B-NP B-GENUS
JJ ADJP O I-GENUS
philosopher NN B-NP B-HYPER
who WP B-NP O
travelled VVD B-VP O
from IN B-PP O
his PP$ I-PP O
homeland NN I-PP O
on IN I-PP O
the DT I-PP O
northern JJ I-PP O
shores NNS I-PP O
of IN I-PP O
the DT I-PP O
Black NP I-PP O
Sea NP I-PP O
to TO I-PP O
Athens NP I-PP O
in IN I-PP O
the DT I-PP O
early JJ I-PP O
6th JJ I-PP O
century NN I-PP O
BCE NP B-NP O
and CC O O
made VVD B-VP O
a DT B-NP O
great JJ I-NP O
impression NN I-NP O
as IN B-PP O
a DT I-PP O
forthright JJ I-PP O
, , I-PP O
outspoken JJ I-PP O
" `` I-PP O
barbarian JJ I-PP O
, , O O
" '' O O
RB ADVP O O
a DT B-NP O
forerunner NN I-NP O
of IN B-PP O
the DT I-PP O
Skeptics NP I-PP O
and CC I-PP O
Cynics NP I-PP O
, , O O
though IN O O
none NN B-NP O
of IN B-PP O
his PP$ I-PP O
authentic JJ I-PP O
works NNS I-PP O
have VHP B-VP O
survived VVN I-VP O
. . O O

An DT B-NP O
Anagram NP I-NP B-TERM
( ( O O
Greek JJ B-NP O
anagramma NN I-NP O
'letters NNS I-NP O
written VVN B-PP O
anew RB I-PP O
' '' I-PP O
, , I-PP O
passive JJ I-PP O
participle NN I-PP O
of IN I-PP O
ana- NN I-PP O
'again NN I-PP O
' '' O O
+ SYM O O
gramma NN B-NP O
'letter NN I-NP O
' '' O O
) ) O O
is VBZ B-VP O
a DT B-NP O
type NN I-NP O
of IN B-PP O
word NN B-PP B-HYPER
play NN B-NP I-HYPER
, , O O
the DT B-NP O
result NN I-NP O
of IN B-PP O
rearranging VVG B-VP O
the DT B-NP O
letters NNS I-NP O
of IN B-PP O
a DT I-PP O
word NN I-PP O
or CC I-PP O
phrase NN I-PP O
to TO B-VP O
produce VV I-VP O
a DT B-NP O
new JJ I-NP O
word NN I-NP O
or CC I-NP O
phrase NN I-NP O
, , O O
using VVG B-VP O
all PDT B-NP O
the DT I-NP O
original JJ I-NP O
letters NNS I-NP O
RB ADVP O O
RB ADVP O O
. . O O

An DT B-NP O
Analgesic NP I-NP B-TERM
( ( O O
colloquially RB B-VP O
known VVN I-VP O
as IN B-PP O
a DT I-PP O
painkiller NN I-PP O
) ) O O
is VBZ B-VP O
any DT B-NP O
member NN I-NP O
of IN B-PP O
the DT B-PP B-GENUS
diverse JJ I-PP I-GENUS
group NN I-PP I-GENUS
of IN I-PP I-GENUS
drugs NNS B-NP B-HYPER
used VVN B-VP O
to TO I-VP O
relieve VV I-VP O
pain NN B-NP O
( ( O O
achieve VV B-VP O
analgesia NN B-NP O
) ) O O
. . O O

The DT B-NP O
Andes NP I-NP B-TERM
are VBP B-VP O
the DT B-NP B-GENUS
world NN I-NP I-GENUS
's POS I-NP I-GENUS
longest JJS I-NP I-GENUS
exposed VVN B-VP I-GENUS
mountain NN B-NP B-HYPER
range NN I-NP I-HYPER
. . O O

An DT B-NP O
Android NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
robot NN B-NP B-HYPER
designed VVN B-VP O
to TO I-VP O
resemble VV I-VP O
a DT B-NP O
human JJ I-NP O
, , O O
RB ADVP O O
both CC O O
in IN B-PP O
appearance NN I-PP O
and CC I-PP O
behavior NN I-PP O
. . O O

An DT B-NP O
Anemometer NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
device NN B-NP B-HYPER
for IN B-PP O
measuring VVG B-VP O
wind NN B-NP O
speed NN I-NP O
, , O O
and CC O O
is VBZ B-VP O
one CD B-NP O
instrument NN I-NP O
used VVN B-VP O
in IN B-PP O
a DT I-PP O
weather NN I-PP O
station NN I-PP O
. . O O

In IN I-PP O
geometry NN I-PP O
and CC I-PP O
trigonometry NN I-PP O
, , O O
an DT B-NP O
Angle NP I-NP B-TERM
( ( O O
in IN B-PP O
full JJ I-PP O
, , I-PP O
plane NN I-PP O
angle NN I-PP O
) ) O O
is VBZ B-VP O
the DT B-NP B-GENUS
figure NN B-NP B-HYPER
formed VVN B-VP O
by IN B-PP O
two CD I-PP O
rays NNS I-PP O
sharing VVG B-VP O
a DT B-NP O
common JJ I-NP O
endpoint NN I-NP O
, , O O
called VVD B-VP O
the DT B-NP O
vertex NN I-NP O
of IN B-PP O
the DT I-PP O
angle NN I-PP O
harv NN I-PP O
. . O O

The DT B-NP O
Angles NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP O
modern JJ I-NP O
English NNS I-NP O
word NN I-NP O
for IN B-PP O
a DT B-PP B-GENUS
Germanic-speaking JJ I-PP I-GENUS
people NNS B-PP B-HYPER
who WP B-NP O
took VVD B-VP O
their PP$ B-NP O
name NN I-NP O
from IN B-PP O
the DT I-PP O
cultural JJ I-PP O
ancestral JJ I-PP O
region NN I-PP O
of IN I-PP O
Angeln NP I-PP O
, , O O
a DT B-NP O
modern JJ I-NP O
district NN I-NP O
located VVN B-VP O
in IN B-PP O
Schleswig-Holstein NP I-PP O
, , I-PP O
Germany NP I-PP O
. . O O

Anglesey NN B-NP B-TERM
is VBZ B-VP O
RB ADVP O O
a DT B-NP B-GENUS
county NN B-NP B-HYPER
which WDT B-NP O
includes VVZ B-VP O
Holy NP B-NP O
Island NP I-NP O
and CC O O
other JJ B-NP O
nearby JJ I-NP O
small JJ I-NP O
islands NNS I-NP O
. . O O

In IN B-PP O
the DT I-PP O
19th JJ I-PP O
century NN I-PP O
the DT B-NP O
term NN I-NP O
Anglicanism NN I-NP B-TERM
was VBD B-VP O
coined VVN I-VP O
to TO I-VP O
describe VV I-VP O
the DT B-NP B-GENUS
common JJ I-NP I-GENUS
religious NN I-NP I-GENUS
tradition NN B-NP B-HYPER
of IN B-PP O
these DT I-PP O
churches NNS I-PP O
. . O O

Animalia NN I-NP B-TERM
is VBZ B-VP O
an DT B-NP B-GENUS
alphabet NN I-NP I-GENUS
book NN B-NP B-HYPER
and CC B-VP O
contains VVZ I-VP O
twenty-six NN B-NP O
illustrations NNS I-NP O
, , O O
one CD B-NP O
for IN B-PP O
each DT I-PP O
letter NN I-PP O
of IN I-PP O
the DT I-PP O
alphabet NN I-PP O
. . O O

Animation NN B-NP B-TERM
is VBZ B-VP O
the DT B-NP B-GENUS
JJ ADJP O I-GENUS
display NN B-NP B-HYPER
of IN B-PP O
a DT I-PP O
sequence NN I-PP O
of IN I-PP O
images NNS I-PP O
of IN I-PP O
2-D JJ I-PP O
or CC I-PP O
3-D JJ I-PP O
artwork NN I-PP O
or CC I-PP O
model NN I-PP O
positions NNS I-PP O
in IN I-PP O
order NN I-PP O
to TO B-VP O
create VV I-VP O
an DT B-NP O
illusion NN I-NP O
of IN B-PP O
movement NN I-PP O
. . O O

An DT B-NP O
Ansible NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
JJ ADJP O I-GENUS
machine NN B-NP B-HYPER
JJ ADJP O O
of IN B-PP O
superluminal JJ I-PP O
communication NN I-PP O
and CC O O
used VVN B-VP O
as IN B-PP O
a DT I-PP O
plot NN I-PP O
device NN I-PP O
in IN I-PP O
science NN I-PP O
fiction NN I-PP O
literature NN I-PP O
. . O O

In IN I-PP O
the DT I-PP O
common JJ I-PP O
law NN I-PP O
, , O O
an DT B-NP O
Answer NP I-NP B-TERM
is VBZ B-VP O
the DT B-NP B-GENUS
RB ADJP O I-GENUS
pleading VVG B-VP B-HYPER
by IN B-PP O
a DT I-PP O
defendant NN I-PP O
, , O O
usually RB B-VP O
filed VVN I-VP O
and CC I-VP O
served VVN I-VP O
upon IN B-PP O
the DT I-PP O
plaintiff NN I-PP O
within IN I-PP O
a DT I-PP O
certain JJ I-PP O
strict JJ I-PP O
time NN I-PP O
limit NN I-PP O
after IN I-PP O
a DT I-PP O
civil JJ I-PP O
complaint NN I-PP O
or CC O O
criminal JJ B-NP O
information NN I-NP O
or CC O O
indictment NN B-NP O
has VHZ B-VP O
been VBN I-VP O
served VVN I-VP O
upon IN B-PP O
the DT I-PP O
defendant NN I-PP O
. . O O

An DT B-NP O
Antacid NP I-NP B-TERM
is VBZ B-VP O
RB ADJP O B-GENUS
substance NN B-NP B-HYPER
, , O O
RB ADVP O O
a DT B-NP O
base NN I-NP O
or CC I-NP O
basic JJ I-NP O
salt NN I-NP O
, , O O
which WDT B-NP O
counteracts VVZ B-VP O
stomach NN B-NP O
acidity NN I-NP O
. . O O

An DT I-NP O
Anthem NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
composition NN B-NP B-HYPER
to TO B-PP O
an DT I-PP O
English JJ I-PP O
religious JJ I-PP O
text NN I-PP O
sung VVN B-VP O
in IN B-PP O
the DT I-PP O
context NN I-PP O
of IN I-PP O
an DT I-PP O
Anglican NP I-PP O
service NN I-PP O
. . O O

An DT B-NP O
Antianginal NP I-NP B-TERM
is VBZ B-VP O
RB ADJP O B-GENUS
drug NN B-NP B-HYPER
used VVN B-VP O
in IN B-PP O
the DT I-PP O
treatment NN I-PP O
of IN I-PP O
angina NN I-PP O
pectoris NN I-PP O
, , O O
a DT B-NP O
symptom NN I-NP O
of IN B-PP O
ischaemic JJ I-PP O
heart NN I-PP O
disease NN I-PP O
. . O O

An DT B-NP O
Antidepressant NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
JJ ADJP O I-GENUS
medication NN B-NP B-HYPER
or CC B-VP O
other JJ B-NP O
substance NN I-NP O
( ( O O
nutrient NN B-NP O
or CC I-NP O
herb NN I-NP O
) ) O O
used VVN B-VP O
for IN B-PP O
alleviating VVG B-VP O
depression NN B-NP O
or CC I-NP O
dysthymia NN I-NP O
( ( O O
'milder NN B-NP O
' POS I-NP O
depression NN I-NP O
) ) O O
. . O O

In IN B-PP O
particle NN I-PP O
physics NNS I-PP O
and CC I-PP O
quantum NN I-PP O
chemistry NN I-PP O
, , O O
Antimatter NP B-NP B-TERM
is VBZ B-VP O
the DT B-NP O
extension NN I-NP O
of IN B-PP O
the NP I-PP O
concept NN B-NP O
of IN B-PP O
the DT B-PP B-GENUS
antiparticle NN B-PP B-HYPER
to TO B-PP O
matter NN I-PP O
, , O O
WRB ADVP O O
antimatter NN B-NP O
is VBZ B-VP O
composed VVN I-VP O
of IN B-PP O
antiparticles NNS I-PP O
in IN I-PP O
the DT I-PP O
same JJ I-PP O
way NN I-PP O
that IN O O
normal JJ B-NP O
matter NN I-NP O
is VBZ B-VP O
composed VVN I-VP O
of IN B-PP O
particles NNS I-PP O
. . O O

Antinomy NN B-NP B-TERM
( ( O O
Greek JJ B-NP O
αντι- NN I-NP O
, , O O
against IN B-PP O
, , O O
plus IN B-PP O
νομος NN I-PP O
, , I-PP O
law NN I-PP O
) ) O O
RB ADVP O O
means VVZ B-VP O
the DT B-NP B-GENUS
mutual JJ I-NP I-GENUS
incompatibility NN B-NP B-HYPER
, , O O
real JJ B-NP O
or CC I-NP O
apparent JJ I-NP O
, , O O
of IN B-PP O
two CD I-PP O
laws NNS I-PP O
. . O O

An DT B-NP O
Antipope NP I-NP B-TERM
( ( O O
Latin NP B-NP O
: : O O
antipapa NP B-NP O
) ) O O
is VBZ B-VP O
a DT B-NP B-GENUS
person NN B-NP B-HYPER
who WP B-NP O
makes VVZ B-VP O
a DT B-NP O
widely RB I-NP O
accepted VVN I-NP O
claim NN I-NP O
to TO B-VP O
be VB I-VP O
the DT B-NP O
lawful JJ I-NP O
pope NN I-NP O
, , O O
in IN B-PP O
opposition NN I-PP O
to TO I-PP O
the DT I-PP O
pope NN I-PP O
recognized VVN B-VP O
by IN B-PP O
the DT I-PP O
Roman NP I-PP O
Catholic NP I-PP O
Church NP I-PP O
. . O O

Anxiety NN B-NP B-TERM
( ( O O
RB ADVP O O
called VVN B-VP O
solicitude NN B-NP O
) ) O O
is VBZ B-VP O
a DT B-NP B-GENUS
psychological JJ I-NP I-GENUS
and CC O I-GENUS
JJ ADJP O I-GENUS
state NN B-NP B-HYPER
characterized VVN B-VP O
by IN B-PP O
cognitive JJ I-PP O
, , I-PP O
somatic JJ I-PP O
, , I-PP O
emotional JJ I-PP O
, , I-PP O
and CC I-PP O
behavioral JJ I-PP O
components NNS I-PP O
. . O O

The DT B-NP O
Aorta NP I-NP B-TERM
( ( O O
pronounced VVN B-NP O
" `` I-NP O
ay-OR-tuh NP I-NP O
" '' O O
) ) O O
is VBZ B-VP O
the DT B-NP B-GENUS
largest JJS I-NP I-GENUS
artery NN B-NP B-HYPER
in IN B-PP O
the DT I-PP O
human JJ I-PP O
body NN I-PP O
, , O O
originating VVG B-VP O
from IN B-PP O
the DT I-PP O
left VVN B-VP O
ventricle NN B-NP O
of IN B-PP O
the DT I-PP O
heart NN I-PP O
and CC O O
bringing VVG B-VP O
oxygenated VVN B-NP O
blood NN I-NP O
to TO B-PP O
all DT I-PP O
parts NNS I-PP O
of IN I-PP O
the DT I-PP O
body NN I-PP O
in IN I-PP O
the DT I-PP O
systemic JJ I-PP O
circulation NN I-PP O
. . O O

The DT I-NP O
Apeiron NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
JJ ADJP O I-GENUS
theory NN B-NP B-HYPER
created VVN B-VP O
by IN B-PP O
Anaximander NP I-PP O
in IN I-PP O
the DT I-PP O
6th JJ I-PP O
century NN I-PP O
BC NP B-NP O
. . O O

In IN B-PP O
Judeo-Christian NP I-PP O
theology NN I-PP O
, , O O
the DT B-NP O
term NN I-NP O
Apocrypha NN I-NP B-TERM
refers VVZ B-VP O
to TO B-PP O
any DT I-PP O
collection NN I-PP O
of IN I-PP O
JJ ADJP O B-GENUS
texts NNS B-NP B-HYPER
that WDT B-NP O
falls VVZ B-VP O
outside IN B-PP O
the DT I-PP O
canon NN I-PP O
. . O O

In IN I-PP O
Greek NP I-PP O
and CC I-PP O
Roman NP I-PP O
mythology NN I-PP O
, , O O
Apollo NP B-NP B-TERM
( ( O O
in IN B-PP O
Greek NP I-PP O
, , I-PP O
Ἀπόλλων NN I-PP O
, , O O
Apóllōn NP B-NP O
or CC O O
Ἀπέλλων NP B-NP O
, , O O
Apellōn NP B-NP O
) ) O O
, , O O
is VBZ B-VP O
one CD B-NP O
of IN B-PP O
the DT B-PP B-GENUS
most RBS I-PP I-GENUS
important JJ I-PP I-GENUS
and CC I-PP I-GENUS
many-sided JJ I-PP I-GENUS
of IN I-PP I-GENUS
the DT I-PP I-GENUS
Olympian NN I-PP I-GENUS
deities NNS B-NP B-HYPER
. . O O

An DT B-NP O
Apostle NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
messenger NN B-NP B-HYPER
and CC B-NP O
ambassador NN B-NP B-HYPER
. . O O

In IN B-PP O
law NN I-PP O
, , O O
an DT B-NP O
Appeal NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
process NN B-NP B-HYPER
for IN B-PP O
requesting VVG B-VP O
a DT B-NP O
formal JJ I-NP O
change NN I-NP O
to TO B-PP O
an DT I-PP O
official JJ I-PP O
decision NN I-PP O
. . O O

An DT B-NP O
Applet NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
software NN I-NP I-GENUS
component NN B-NP B-HYPER
that WDT B-NP O
runs VVZ B-VP O
in IN B-PP O
the DT I-PP O
context NN I-PP O
of IN I-PP O
another DT I-PP O
program NN I-PP O
, , O O
for IN B-PP O
example NN I-PP O
a DT B-NP O
web NN I-NP O
browser NN I-NP O
. . O O

Apus NN I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
faint JJ I-NP I-GENUS
JJ ADJP O I-GENUS
constellation NN B-NP B-HYPER
, , O O
RB ADVP O O
JJ ADJP O O
to TO B-PP O
the DT I-PP O
ancient JJ I-PP O
Greeks NPS I-PP O
. . O O

An DT B-NP O
Aquarium NP I-NP B-TERM
( ( O O
plural JJ B-NP O
aquariums NNS I-NP O
or CC I-NP O
aquaria NNS I-NP O
) ) O O
is VBZ B-VP O
a DT B-NP B-GENUS
vivarium NN B-NP B-HYPER
consisting VVG B-VP O
of IN B-PP O
at IN I-PP O
least JJS I-PP O
one CD B-NP O
transparent JJ I-NP O
side NN I-NP O
in IN B-PP O
which WDT I-PP O
water-dwelling NN B-NP O
plants NNS I-NP O
or CC O O
animals NNS B-NP O
are VBP B-VP O
kept VVN I-VP O
. . O O

In IN I-PP O
economics NNS I-PP O
and CC O O
finance NN B-NP O
, , O O
Arbitrage NP B-NP B-TERM
is VBZ B-VP O
the DT B-NP O
practice NN I-NP O
